Local time,Ask,Bid
17.02.2021 17:01:57.934 GMT+0200,76.372,76.348
17.02.2021 17:01:58.034 GMT+0200,76.362,76.348
17.02.2021 17:02:05.367 GMT+0200,76.352,76.338
17.02.2021 17:02:05.669 GMT+0200,76.353,76.327
17.02.2021 17:02:05.719 GMT+0200,76.343,76.327
17.02.2021 17:02:07.103 GMT+0200,76.352,76.338
17.02.2021 17:02:09.844 GMT+0200,76.363,76.347
17.02.2021 17:02:09.894 GMT+0200,76.362,76.338
17.02.2021 17:02:09.944 GMT+0200,76.363,76.347
17.02.2021 17:02:13.263 GMT+0200,76.372,76.358
17.02.2021 17:02:15.500 GMT+0200,76.373,76.367
17.02.2021 17:02:15.550 GMT+0200,76.383,76.367
17.02.2021 17:02:15.673 GMT+0200,76.382,76.358
17.02.2021 17:02:15.792 GMT+0200,76.372,76.358
17.02.2021 17:02:18.640 GMT+0200,76.372,76.348
17.02.2021 17:02:18.791 GMT+0200,76.362,76.348
17.02.2021 17:02:20.867 GMT+0200,76.362,76.338
17.02.2021 17:02:20.917 GMT+0200,76.362,76.348
17.02.2021 17:02:22.183 GMT+0200,76.362,76.338
17.02.2021 17:02:22.370 GMT+0200,76.362,76.348
17.02.2021 17:02:23.907 GMT+0200,76.363,76.337
17.02.2021 17:02:24.008 GMT+0200,76.353,76.337
17.02.2021 17:02:31.665 GMT+0200,76.343,76.327
17.02.2021 17:02:32.169 GMT+0200,76.352,76.328
17.02.2021 17:02:32.298 GMT+0200,76.353,76.337
17.02.2021 17:02:32.848 GMT+0200,76.353,76.327
17.02.2021 17:02:32.898 GMT+0200,76.352,76.338
17.02.2021 17:02:32.999 GMT+0200,76.343,76.327
17.02.2021 17:02:34.172 GMT+0200,76.353,76.327
17.02.2021 17:02:34.222 GMT+0200,76.353,76.337
17.02.2021 17:02:41.300 GMT+0200,76.363,76.347
17.02.2021 17:02:42.266 GMT+0200,76.363,76.337
17.02.2021 17:02:42.334 GMT+0200,76.352,76.338
17.02.2021 17:03:02.130 GMT+0200,76.343,76.327
17.02.2021 17:03:06.635 GMT+0200,76.333,76.317
17.02.2021 17:03:21.653 GMT+0200,76.323,76.317
17.02.2021 17:03:21.703 GMT+0200,76.323,76.307
17.02.2021 17:03:27.053 GMT+0200,76.333,76.317
17.02.2021 17:03:28.631 GMT+0200,76.332,76.308
17.02.2021 17:03:28.681 GMT+0200,76.323,76.307
17.02.2021 17:03:40.856 GMT+0200,76.313,76.297
17.02.2021 17:03:44.751 GMT+0200,76.322,76.308
17.02.2021 17:03:51.868 GMT+0200,76.323,76.297
17.02.2021 17:03:51.919 GMT+0200,76.322,76.308
17.02.2021 17:03:51.969 GMT+0200,76.323,76.297
17.02.2021 17:03:52.612 GMT+0200,76.313,76.297
17.02.2021 17:03:58.905 GMT+0200,76.322,76.298
17.02.2021 17:03:58.955 GMT+0200,76.323,76.307
17.02.2021 17:03:59.077 GMT+0200,76.322,76.298
17.02.2021 17:03:59.514 GMT+0200,76.322,76.308
17.02.2021 17:04:01.025 GMT+0200,76.332,76.308
17.02.2021 17:04:01.076 GMT+0200,76.322,76.308
17.02.2021 17:04:01.677 GMT+0200,76.323,76.297
17.02.2021 17:04:01.727 GMT+0200,76.323,76.307
17.02.2021 17:04:01.914 GMT+0200,76.323,76.297
17.02.2021 17:04:02.117 GMT+0200,76.323,76.307
17.02.2021 17:04:03.085 GMT+0200,76.323,76.297
17.02.2021 17:04:03.286 GMT+0200,76.322,76.308
17.02.2021 17:04:04.410 GMT+0200,76.322,76.298
17.02.2021 17:04:05.682 GMT+0200,76.312,76.298
17.02.2021 17:04:05.891 GMT+0200,76.322,76.308
17.02.2021 17:04:06.761 GMT+0200,76.312,76.298
17.02.2021 17:04:08.280 GMT+0200,76.322,76.298
17.02.2021 17:04:08.402 GMT+0200,76.323,76.307
17.02.2021 17:04:08.876 GMT+0200,76.312,76.298
17.02.2021 17:04:09.962 GMT+0200,76.312,76.288
17.02.2021 17:04:10.553 GMT+0200,76.312,76.298
17.02.2021 17:04:13.013 GMT+0200,76.322,76.308
17.02.2021 17:04:13.927 GMT+0200,76.332,76.318
17.02.2021 17:04:13.977 GMT+0200,76.333,76.307
17.02.2021 17:04:14.028 GMT+0200,76.332,76.318
17.02.2021 17:04:18.408 GMT+0200,76.343,76.327
17.02.2021 17:04:18.559 GMT+0200,76.342,76.318
17.02.2021 17:04:18.721 GMT+0200,76.333,76.317
17.02.2021 17:04:18.972 GMT+0200,76.343,76.317
17.02.2021 17:04:19.060 GMT+0200,76.333,76.317
17.02.2021 17:04:19.562 GMT+0200,76.332,76.328
17.02.2021 17:04:19.612 GMT+0200,76.343,76.327
17.02.2021 17:04:22.286 GMT+0200,76.342,76.318
17.02.2021 17:04:22.387 GMT+0200,76.333,76.317
17.02.2021 17:04:28.251 GMT+0200,76.333,76.327
17.02.2021 17:04:28.301 GMT+0200,76.343,76.327
17.02.2021 17:04:32.423 GMT+0200,76.342,76.318
17.02.2021 17:04:32.686 GMT+0200,76.333,76.317
17.02.2021 17:04:34.884 GMT+0200,76.343,76.317
17.02.2021 17:04:34.934 GMT+0200,76.342,76.328
17.02.2021 17:04:39.325 GMT+0200,76.353,76.327
17.02.2021 17:04:40.804 GMT+0200,76.353,76.337
17.02.2021 17:04:43.106 GMT+0200,76.342,76.328
17.02.2021 17:04:46.299 GMT+0200,76.332,76.318
17.02.2021 17:04:48.539 GMT+0200,76.323,76.307
17.02.2021 17:04:50.738 GMT+0200,76.312,76.298
17.02.2021 17:04:53.305 GMT+0200,76.302,76.288
17.02.2021 17:04:55.895 GMT+0200,76.293,76.287
17.02.2021 17:04:55.945 GMT+0200,76.292,76.278
17.02.2021 17:04:56.490 GMT+0200,76.303,76.277
17.02.2021 17:04:56.994 GMT+0200,76.303,76.287
17.02.2021 17:05:01.366 GMT+0200,76.313,76.297
17.02.2021 17:05:03.068 GMT+0200,76.302,76.288
17.02.2021 17:05:03.903 GMT+0200,76.312,76.288
17.02.2021 17:05:03.953 GMT+0200,76.312,76.298
17.02.2021 17:05:08.392 GMT+0200,76.313,76.287
17.02.2021 17:05:08.552 GMT+0200,76.302,76.288
17.02.2021 17:05:08.875 GMT+0200,76.312,76.298
17.02.2021 17:05:09.490 GMT+0200,76.302,76.288
17.02.2021 17:05:13.002 GMT+0200,76.303,76.277
17.02.2021 17:05:13.836 GMT+0200,76.293,76.277
17.02.2021 17:05:15.233 GMT+0200,76.302,76.278
17.02.2021 17:05:15.405 GMT+0200,76.293,76.277
17.02.2021 17:05:21.212 GMT+0200,76.302,76.278
17.02.2021 17:05:21.317 GMT+0200,76.303,76.287
17.02.2021 17:05:22.386 GMT+0200,76.293,76.277
17.02.2021 17:05:22.587 GMT+0200,76.302,76.278
17.02.2021 17:05:22.812 GMT+0200,76.302,76.288
17.02.2021 17:05:23.129 GMT+0200,76.302,76.278
17.02.2021 17:05:23.382 GMT+0200,76.293,76.277
17.02.2021 17:05:24.268 GMT+0200,76.302,76.278
17.02.2021 17:05:24.368 GMT+0200,76.303,76.287
17.02.2021 17:05:24.633 GMT+0200,76.293,76.277
17.02.2021 17:05:25.256 GMT+0200,76.303,76.277
17.02.2021 17:05:25.618 GMT+0200,76.302,76.288
17.02.2021 17:05:26.884 GMT+0200,76.293,76.277
17.02.2021 17:05:28.484 GMT+0200,76.282,76.268
17.02.2021 17:05:31.854 GMT+0200,76.292,76.278
17.02.2021 17:05:34.058 GMT+0200,76.293,76.267
17.02.2021 17:05:34.284 GMT+0200,76.283,76.267
17.02.2021 17:05:37.028 GMT+0200,76.293,76.277
17.02.2021 17:05:45.373 GMT+0200,76.292,76.268
17.02.2021 17:05:45.476 GMT+0200,76.292,76.278
17.02.2021 17:05:46.522 GMT+0200,76.283,76.267
17.02.2021 17:05:47.609 GMT+0200,76.293,76.267
17.02.2021 17:05:48.157 GMT+0200,76.282,76.268
17.02.2021 17:05:50.244 GMT+0200,76.272,76.258
17.02.2021 17:05:51.861 GMT+0200,76.263,76.247
17.02.2021 17:05:54.315 GMT+0200,76.252,76.238
17.02.2021 17:05:55.872 GMT+0200,76.263,76.247
17.02.2021 17:05:59.713 GMT+0200,76.272,76.258
17.02.2021 17:06:00.065 GMT+0200,76.273,76.247
17.02.2021 17:06:00.115 GMT+0200,76.272,76.258
17.02.2021 17:06:02.364 GMT+0200,76.272,76.248
17.02.2021 17:06:02.414 GMT+0200,76.262,76.248
17.02.2021 17:06:04.116 GMT+0200,76.253,76.247
17.02.2021 17:06:04.166 GMT+0200,76.252,76.238
17.02.2021 17:06:04.666 GMT+0200,76.262,76.238
17.02.2021 17:06:04.766 GMT+0200,76.263,76.247
17.02.2021 17:06:07.285 GMT+0200,76.262,76.258
17.02.2021 17:06:07.335 GMT+0200,76.273,76.257
17.02.2021 17:06:08.625 GMT+0200,76.262,76.248
17.02.2021 17:06:13.085 GMT+0200,76.272,76.258
17.02.2021 17:06:17.001 GMT+0200,76.262,76.258
17.02.2021 17:06:17.052 GMT+0200,76.262,76.248
17.02.2021 17:06:19.282 GMT+0200,76.272,76.258
17.02.2021 17:06:20.173 GMT+0200,76.272,76.248
17.02.2021 17:06:20.394 GMT+0200,76.262,76.248
17.02.2021 17:06:21.665 GMT+0200,76.253,76.247
17.02.2021 17:06:21.716 GMT+0200,76.252,76.238
17.02.2021 17:06:24.818 GMT+0200,76.262,76.248
17.02.2021 17:06:25.859 GMT+0200,76.253,76.237
17.02.2021 17:06:27.898 GMT+0200,76.262,76.248
17.02.2021 17:06:28.035 GMT+0200,76.252,76.238
17.02.2021 17:06:34.336 GMT+0200,76.242,76.238
17.02.2021 17:06:34.386 GMT+0200,76.243,76.227
17.02.2021 17:06:36.846 GMT+0200,76.253,76.227
17.02.2021 17:06:36.896 GMT+0200,76.253,76.237
17.02.2021 17:06:40.551 GMT+0200,76.263,76.237
17.02.2021 17:06:40.817 GMT+0200,76.263,76.247
17.02.2021 17:06:43.046 GMT+0200,76.272,76.248
17.02.2021 17:06:43.418 GMT+0200,76.262,76.248
17.02.2021 17:06:48.358 GMT+0200,76.262,76.238
17.02.2021 17:06:48.409 GMT+0200,76.253,76.237
17.02.2021 17:06:48.559 GMT+0200,76.243,76.227
17.02.2021 17:06:53.967 GMT+0200,76.252,76.238
17.02.2021 17:06:59.423 GMT+0200,76.263,76.237
17.02.2021 17:07:00.077 GMT+0200,76.253,76.237
17.02.2021 17:07:00.524 GMT+0200,76.262,76.238
17.02.2021 17:07:01.063 GMT+0200,76.252,76.238
17.02.2021 17:07:05.306 GMT+0200,76.263,76.237
17.02.2021 17:07:05.407 GMT+0200,76.262,76.248
17.02.2021 17:07:05.890 GMT+0200,76.262,76.238
17.02.2021 17:07:05.940 GMT+0200,76.263,76.247
17.02.2021 17:07:06.106 GMT+0200,76.252,76.248
17.02.2021 17:07:06.156 GMT+0200,76.252,76.238
17.02.2021 17:07:11.745 GMT+0200,76.263,76.237
17.02.2021 17:07:11.895 GMT+0200,76.252,76.238
17.02.2021 17:07:12.347 GMT+0200,76.263,76.237
17.02.2021 17:07:12.838 GMT+0200,76.262,76.248
17.02.2021 17:07:13.170 GMT+0200,76.262,76.238
17.02.2021 17:07:13.306 GMT+0200,76.262,76.248
17.02.2021 17:07:15.678 GMT+0200,76.263,76.237
17.02.2021 17:07:15.838 GMT+0200,76.262,76.248
17.02.2021 17:07:21.612 GMT+0200,76.263,76.257
17.02.2021 17:07:21.662 GMT+0200,76.273,76.257
17.02.2021 17:07:23.473 GMT+0200,76.282,76.258
17.02.2021 17:07:23.524 GMT+0200,76.282,76.268
17.02.2021 17:07:23.825 GMT+0200,76.283,76.257
17.02.2021 17:07:23.983 GMT+0200,76.283,76.267
17.02.2021 17:07:24.312 GMT+0200,76.272,76.258
17.02.2021 17:07:25.152 GMT+0200,76.282,76.268
17.02.2021 17:07:31.734 GMT+0200,76.292,76.268
17.02.2021 17:07:31.784 GMT+0200,76.292,76.278
17.02.2021 17:07:32.525 GMT+0200,76.283,76.267
17.02.2021 17:07:32.626 GMT+0200,76.273,76.257
17.02.2021 17:07:37.238 GMT+0200,76.262,76.248
17.02.2021 17:07:37.997 GMT+0200,76.272,76.258
17.02.2021 17:07:38.148 GMT+0200,76.262,76.248
17.02.2021 17:07:38.288 GMT+0200,76.272,76.258
17.02.2021 17:07:38.394 GMT+0200,76.273,76.247
17.02.2021 17:07:38.445 GMT+0200,76.262,76.248
17.02.2021 17:07:39.616 GMT+0200,76.262,76.258
17.02.2021 17:07:39.666 GMT+0200,76.272,76.258
17.02.2021 17:07:40.005 GMT+0200,76.273,76.247
17.02.2021 17:07:40.166 GMT+0200,76.273,76.257
17.02.2021 17:07:45.025 GMT+0200,76.263,76.247
17.02.2021 17:07:46.266 GMT+0200,76.273,76.247
17.02.2021 17:07:46.316 GMT+0200,76.273,76.257
17.02.2021 17:07:47.204 GMT+0200,76.273,76.247
17.02.2021 17:07:47.319 GMT+0200,76.262,76.248
17.02.2021 17:07:57.953 GMT+0200,76.273,76.247
17.02.2021 17:07:58.080 GMT+0200,76.273,76.257
17.02.2021 17:07:58.369 GMT+0200,76.273,76.247
17.02.2021 17:07:58.576 GMT+0200,76.272,76.258
17.02.2021 17:07:58.954 GMT+0200,76.272,76.248
17.02.2021 17:07:59.331 GMT+0200,76.262,76.248
17.02.2021 17:08:04.679 GMT+0200,76.273,76.257
17.02.2021 17:08:08.317 GMT+0200,76.282,76.258
17.02.2021 17:08:08.570 GMT+0200,76.283,76.267
17.02.2021 17:08:10.200 GMT+0200,76.282,76.258
17.02.2021 17:08:10.250 GMT+0200,76.283,76.267
17.02.2021 17:08:10.351 GMT+0200,76.282,76.258
17.02.2021 17:08:10.401 GMT+0200,76.283,76.267
17.02.2021 17:08:10.502 GMT+0200,76.293,76.277
17.02.2021 17:08:13.189 GMT+0200,76.282,76.268
17.02.2021 17:08:21.222 GMT+0200,76.273,76.257
17.02.2021 17:08:22.229 GMT+0200,76.283,76.267
17.02.2021 17:08:33.106 GMT+0200,76.293,76.277
17.02.2021 17:08:36.279 GMT+0200,76.303,76.287
17.02.2021 17:08:36.956 GMT+0200,76.302,76.278
17.02.2021 17:08:37.006 GMT+0200,76.302,76.288
17.02.2021 17:08:40.566 GMT+0200,76.312,76.298
17.02.2021 17:08:42.992 GMT+0200,76.322,76.308
17.02.2021 17:08:49.312 GMT+0200,76.333,76.317
17.02.2021 17:08:49.621 GMT+0200,76.343,76.327
17.02.2021 17:08:56.302 GMT+0200,76.352,76.338
17.02.2021 17:08:58.311 GMT+0200,76.352,76.348
17.02.2021 17:08:58.361 GMT+0200,76.362,76.348
17.02.2021 17:08:59.240 GMT+0200,76.363,76.357
17.02.2021 17:08:59.290 GMT+0200,76.373,76.357
17.02.2021 17:09:01.445 GMT+0200,76.382,76.368
17.02.2021 17:09:03.573 GMT+0200,76.392,76.378
17.02.2021 17:09:05.692 GMT+0200,76.382,76.378
17.02.2021 17:09:05.742 GMT+0200,76.383,76.367
17.02.2021 17:09:14.251 GMT+0200,76.372,76.358
17.02.2021 17:09:22.886 GMT+0200,76.372,76.368
17.02.2021 17:09:22.936 GMT+0200,76.382,76.368
17.02.2021 17:09:23.194 GMT+0200,76.393,76.377
17.02.2021 17:09:23.484 GMT+0200,76.393,76.367
17.02.2021 17:09:23.584 GMT+0200,76.382,76.368
17.02.2021 17:09:31.372 GMT+0200,76.373,76.357
17.02.2021 17:09:37.796 GMT+0200,76.382,76.368
17.02.2021 17:09:38.879 GMT+0200,76.382,76.358
17.02.2021 17:09:39.000 GMT+0200,76.372,76.358
17.02.2021 17:09:46.544 GMT+0200,76.382,76.358
17.02.2021 17:09:46.771 GMT+0200,76.383,76.367
17.02.2021 17:09:50.769 GMT+0200,76.393,76.367
17.02.2021 17:09:50.946 GMT+0200,76.393,76.377
17.02.2021 17:09:59.089 GMT+0200,76.392,76.368
17.02.2021 17:09:59.140 GMT+0200,76.382,76.368
17.02.2021 17:09:59.922 GMT+0200,76.392,76.378
17.02.2021 17:10:00.613 GMT+0200,76.383,76.367
17.02.2021 17:10:06.090 GMT+0200,76.382,76.358
17.02.2021 17:10:06.375 GMT+0200,76.373,76.357
17.02.2021 17:10:07.117 GMT+0200,76.373,76.367
17.02.2021 17:10:07.167 GMT+0200,76.383,76.367
17.02.2021 17:10:10.137 GMT+0200,76.392,76.378
17.02.2021 17:10:10.818 GMT+0200,76.403,76.387
17.02.2021 17:10:12.013 GMT+0200,76.412,76.398
17.02.2021 17:10:12.114 GMT+0200,76.403,76.387
17.02.2021 17:10:22.276 GMT+0200,76.412,76.398
17.02.2021 17:10:31.502 GMT+0200,76.403,76.387
17.02.2021 17:10:31.652 GMT+0200,76.413,76.397
17.02.2021 17:10:32.908 GMT+0200,76.403,76.387
17.02.2021 17:10:36.530 GMT+0200,76.413,76.397
17.02.2021 17:10:38.958 GMT+0200,76.412,76.388
17.02.2021 17:10:39.356 GMT+0200,76.413,76.397
17.02.2021 17:10:39.507 GMT+0200,76.412,76.388
17.02.2021 17:10:39.558 GMT+0200,76.413,76.397
17.02.2021 17:10:39.756 GMT+0200,76.403,76.387
17.02.2021 17:10:42.638 GMT+0200,76.412,76.398
17.02.2021 17:10:45.259 GMT+0200,76.403,76.387
17.02.2021 17:10:47.564 GMT+0200,76.413,76.397
17.02.2021 17:10:49.341 GMT+0200,76.412,76.388
17.02.2021 17:10:49.475 GMT+0200,76.412,76.398
17.02.2021 17:10:50.099 GMT+0200,76.403,76.387
17.02.2021 17:10:50.827 GMT+0200,76.392,76.378
17.02.2021 17:10:56.379 GMT+0200,76.383,76.377
17.02.2021 17:10:56.429 GMT+0200,76.382,76.368
17.02.2021 17:11:00.100 GMT+0200,76.393,76.377
17.02.2021 17:11:03.185 GMT+0200,76.383,76.367
17.02.2021 17:11:03.503 GMT+0200,76.393,76.367
17.02.2021 17:11:03.707 GMT+0200,76.383,76.367
17.02.2021 17:11:05.872 GMT+0200,76.392,76.368
17.02.2021 17:11:06.148 GMT+0200,76.392,76.378
17.02.2021 17:11:08.717 GMT+0200,76.382,76.368
17.02.2021 17:11:11.915 GMT+0200,76.393,76.377
17.02.2021 17:11:12.023 GMT+0200,76.382,76.368
17.02.2021 17:11:16.031 GMT+0200,76.393,76.367
17.02.2021 17:11:16.132 GMT+0200,76.383,76.367
17.02.2021 17:11:17.200 GMT+0200,76.392,76.378
17.02.2021 17:11:17.472 GMT+0200,76.393,76.367
17.02.2021 17:11:17.586 GMT+0200,76.383,76.367
17.02.2021 17:11:18.518 GMT+0200,76.392,76.368
17.02.2021 17:11:18.568 GMT+0200,76.392,76.378
17.02.2021 17:11:18.618 GMT+0200,76.392,76.368
17.02.2021 17:11:18.669 GMT+0200,76.383,76.367
17.02.2021 17:11:20.660 GMT+0200,76.372,76.358
17.02.2021 17:11:30.456 GMT+0200,76.382,76.358
17.02.2021 17:11:30.506 GMT+0200,76.373,76.357
17.02.2021 17:11:30.790 GMT+0200,76.383,76.357
17.02.2021 17:11:31.216 GMT+0200,76.382,76.368
17.02.2021 17:11:33.582 GMT+0200,76.372,76.368
17.02.2021 17:11:33.633 GMT+0200,76.372,76.358
17.02.2021 17:11:40.110 GMT+0200,76.383,76.367
17.02.2021 17:11:47.898 GMT+0200,76.392,76.378
17.02.2021 17:11:48.202 GMT+0200,76.393,76.367
17.02.2021 17:11:48.252 GMT+0200,76.393,76.377
17.02.2021 17:11:48.563 GMT+0200,76.382,76.368
17.02.2021 17:11:54.768 GMT+0200,76.373,76.367
17.02.2021 17:11:54.818 GMT+0200,76.373,76.357
17.02.2021 17:11:56.978 GMT+0200,76.382,76.368
17.02.2021 17:12:00.228 GMT+0200,76.393,76.367
17.02.2021 17:12:00.597 GMT+0200,76.383,76.367
17.02.2021 17:12:00.698 GMT+0200,76.393,76.367
17.02.2021 17:12:00.748 GMT+0200,76.392,76.378
17.02.2021 17:12:02.568 GMT+0200,76.402,76.388
17.02.2021 17:12:10.015 GMT+0200,76.393,76.377
17.02.2021 17:12:10.382 GMT+0200,76.403,76.377
17.02.2021 17:12:10.533 GMT+0200,76.392,76.378
17.02.2021 17:12:10.837 GMT+0200,76.403,76.377
17.02.2021 17:12:11.085 GMT+0200,76.392,76.378
17.02.2021 17:12:11.368 GMT+0200,76.402,76.378
17.02.2021 17:12:11.418 GMT+0200,76.392,76.378
17.02.2021 17:12:11.744 GMT+0200,76.402,76.378
17.02.2021 17:12:11.794 GMT+0200,76.392,76.378
17.02.2021 17:12:13.925 GMT+0200,76.392,76.388
17.02.2021 17:12:13.975 GMT+0200,76.403,76.387
17.02.2021 17:12:21.257 GMT+0200,76.402,76.378
17.02.2021 17:12:21.308 GMT+0200,76.402,76.388
17.02.2021 17:12:22.535 GMT+0200,76.393,76.377
17.02.2021 17:12:25.835 GMT+0200,76.382,76.368
17.02.2021 17:12:33.497 GMT+0200,76.372,76.358
17.02.2021 17:12:39.558 GMT+0200,76.362,76.348
17.02.2021 17:12:40.891 GMT+0200,76.373,76.347
17.02.2021 17:12:40.941 GMT+0200,76.373,76.357
17.02.2021 17:12:43.197 GMT+0200,76.363,76.347
17.02.2021 17:12:52.254 GMT+0200,76.352,76.348
17.02.2021 17:12:52.304 GMT+0200,76.353,76.337
17.02.2021 17:12:54.263 GMT+0200,76.342,76.328
17.02.2021 17:12:54.467 GMT+0200,76.332,76.318
17.02.2021 17:12:55.891 GMT+0200,76.343,76.327
17.02.2021 17:12:58.379 GMT+0200,76.333,76.317
17.02.2021 17:13:03.073 GMT+0200,76.323,76.307
17.02.2021 17:13:05.686 GMT+0200,76.332,76.318
17.02.2021 17:13:06.492 GMT+0200,76.343,76.317
17.02.2021 17:13:06.543 GMT+0200,76.332,76.318
17.02.2021 17:13:07.317 GMT+0200,76.342,76.318
17.02.2021 17:13:07.375 GMT+0200,76.333,76.317
17.02.2021 17:13:07.426 GMT+0200,76.343,76.317
17.02.2021 17:13:07.476 GMT+0200,76.342,76.328
17.02.2021 17:13:07.879 GMT+0200,76.343,76.317
17.02.2021 17:13:07.929 GMT+0200,76.332,76.318
17.02.2021 17:13:13.614 GMT+0200,76.323,76.307
17.02.2021 17:13:20.618 GMT+0200,76.332,76.318
17.02.2021 17:13:21.852 GMT+0200,76.342,76.318
17.02.2021 17:13:22.742 GMT+0200,76.333,76.317
17.02.2021 17:13:22.892 GMT+0200,76.343,76.327
17.02.2021 17:13:22.993 GMT+0200,76.332,76.318
17.02.2021 17:13:24.174 GMT+0200,76.323,76.307
17.02.2021 17:13:29.513 GMT+0200,76.312,76.298
17.02.2021 17:13:35.047 GMT+0200,76.323,76.307
17.02.2021 17:13:35.252 GMT+0200,76.313,76.297
17.02.2021 17:13:35.453 GMT+0200,76.323,76.297
17.02.2021 17:13:35.635 GMT+0200,76.323,76.307
17.02.2021 17:13:35.785 GMT+0200,76.313,76.297
17.02.2021 17:13:36.115 GMT+0200,76.323,76.307
17.02.2021 17:13:36.628 GMT+0200,76.312,76.298
17.02.2021 17:13:37.967 GMT+0200,76.312,76.308
17.02.2021 17:13:38.018 GMT+0200,76.322,76.308
17.02.2021 17:13:38.638 GMT+0200,76.322,76.298
17.02.2021 17:13:38.688 GMT+0200,76.323,76.307
17.02.2021 17:13:42.195 GMT+0200,76.333,76.307
17.02.2021 17:13:42.380 GMT+0200,76.333,76.317
17.02.2021 17:13:43.662 GMT+0200,76.342,76.318
17.02.2021 17:13:43.929 GMT+0200,76.343,76.327
17.02.2021 17:13:45.601 GMT+0200,76.352,76.338
17.02.2021 17:13:47.160 GMT+0200,76.353,76.327
17.02.2021 17:13:47.210 GMT+0200,76.343,76.327
17.02.2021 17:13:48.018 GMT+0200,76.353,76.337
17.02.2021 17:13:48.742 GMT+0200,76.342,76.328
17.02.2021 17:13:48.958 GMT+0200,76.353,76.327
17.02.2021 17:13:49.008 GMT+0200,76.353,76.337
17.02.2021 17:13:49.510 GMT+0200,76.362,76.338
17.02.2021 17:13:49.824 GMT+0200,76.353,76.337
17.02.2021 17:13:49.975 GMT+0200,76.362,76.338
17.02.2021 17:13:50.680 GMT+0200,76.353,76.337
17.02.2021 17:13:50.847 GMT+0200,76.362,76.338
17.02.2021 17:13:51.045 GMT+0200,76.353,76.337
17.02.2021 17:13:51.297 GMT+0200,76.362,76.338
17.02.2021 17:13:51.534 GMT+0200,76.353,76.337
17.02.2021 17:13:51.886 GMT+0200,76.362,76.338
17.02.2021 17:13:52.633 GMT+0200,76.362,76.348
17.02.2021 17:13:52.833 GMT+0200,76.363,76.337
17.02.2021 17:13:52.985 GMT+0200,76.353,76.337
17.02.2021 17:13:55.762 GMT+0200,76.343,76.327
17.02.2021 17:13:59.188 GMT+0200,76.333,76.317
17.02.2021 17:14:00.507 GMT+0200,76.342,76.328
17.02.2021 17:14:02.339 GMT+0200,76.332,76.328
17.02.2021 17:14:02.390 GMT+0200,76.332,76.318
17.02.2021 17:14:04.640 GMT+0200,76.323,76.307
17.02.2021 17:14:06.487 GMT+0200,76.332,76.308
17.02.2021 17:14:06.538 GMT+0200,76.333,76.317
17.02.2021 17:14:08.332 GMT+0200,76.343,76.317
17.02.2021 17:14:08.382 GMT+0200,76.332,76.318
17.02.2021 17:14:09.751 GMT+0200,76.332,76.328
17.02.2021 17:14:09.801 GMT+0200,76.343,76.327
17.02.2021 17:14:11.264 GMT+0200,76.343,76.317
17.02.2021 17:14:11.739 GMT+0200,76.342,76.328
17.02.2021 17:14:12.639 GMT+0200,76.352,76.338
17.02.2021 17:14:13.276 GMT+0200,76.342,76.328
17.02.2021 17:14:13.761 GMT+0200,76.342,76.338
17.02.2021 17:14:13.812 GMT+0200,76.353,76.337
17.02.2021 17:14:14.034 GMT+0200,76.352,76.328
17.02.2021 17:14:14.185 GMT+0200,76.342,76.328
17.02.2021 17:14:15.571 GMT+0200,76.352,76.328
17.02.2021 17:14:15.672 GMT+0200,76.352,76.338
17.02.2021 17:14:17.977 GMT+0200,76.352,76.328
17.02.2021 17:14:18.028 GMT+0200,76.343,76.327
17.02.2021 17:14:19.990 GMT+0200,76.352,76.328
17.02.2021 17:14:20.040 GMT+0200,76.343,76.327
17.02.2021 17:14:22.786 GMT+0200,76.343,76.317
17.02.2021 17:14:23.057 GMT+0200,76.333,76.317
17.02.2021 17:14:23.207 GMT+0200,76.342,76.328
17.02.2021 17:14:25.684 GMT+0200,76.353,76.327
17.02.2021 17:14:25.735 GMT+0200,76.342,76.328
17.02.2021 17:14:27.222 GMT+0200,76.353,76.327
17.02.2021 17:14:27.272 GMT+0200,76.353,76.337
17.02.2021 17:14:28.255 GMT+0200,76.342,76.328
17.02.2021 17:14:28.517 GMT+0200,76.352,76.338
17.02.2021 17:14:28.887 GMT+0200,76.342,76.338
17.02.2021 17:14:28.937 GMT+0200,76.342,76.328
17.02.2021 17:14:29.038 GMT+0200,76.352,76.328
17.02.2021 17:14:29.142 GMT+0200,76.352,76.338
17.02.2021 17:14:30.254 GMT+0200,76.352,76.328
17.02.2021 17:14:30.305 GMT+0200,76.343,76.327
17.02.2021 17:14:32.441 GMT+0200,76.342,76.318
17.02.2021 17:14:32.541 GMT+0200,76.342,76.328
17.02.2021 17:14:33.292 GMT+0200,76.342,76.318
17.02.2021 17:14:34.191 GMT+0200,76.332,76.318
17.02.2021 17:14:34.666 GMT+0200,76.343,76.317
17.02.2021 17:14:34.716 GMT+0200,76.342,76.328
17.02.2021 17:14:37.744 GMT+0200,76.332,76.318
17.02.2021 17:14:39.177 GMT+0200,76.342,76.318
17.02.2021 17:14:39.227 GMT+0200,76.342,76.328
17.02.2021 17:14:39.562 GMT+0200,76.333,76.317
17.02.2021 17:14:40.482 GMT+0200,76.342,76.318
17.02.2021 17:14:40.582 GMT+0200,76.343,76.327
17.02.2021 17:14:40.683 GMT+0200,76.333,76.317
